"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115";"rts6891152"
"537";"0";"1";"31";"6888322";"-77";"0";"2";"88";"4";"1";"2";"-99";"2";"-77";"-66";"2";"2";"6";"5";"5";"6";"2";"3";"2";"4";"2";"3";"4";"7";"3";"4";"3";"7";"5";"4";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"addb9c181d9be5e467e9865587e0aa97";"1";"0";"1709334468";"2024-03-01 23:07:48";"2024-03-01 23:07:48";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"538";"0";"1";"31";"6888322";"-77";"0";"2";"84";"1";"1";"4";"Testtext A+T";"3";"-77";"-66";"7";"3";"1";"3";"2";"7";"1";"7";"2";"5";"5";"7";"5";"4";"6";"1";"4";"5";"6";"4";"6";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"e28555203f6c24bfde5e8bc447310ae2";"1";"0";"1709334468";"2024-03-01 23:07:48";"2024-03-01 23:07:48";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"539";"0";"1";"31";"6888322";"-77";"0";"1";"39";"2";"5";"2";"-99";"1";"2";"-99";"5";"6";"1";"4";"5";"3";"1";"2";"2";"6";"5";"7";"4";"3";"1";"5";"4";"7";"3";"5";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"7c2e4d2b9c0b4d397b8da81c3165f5b3";"1";"0";"1709334469";"2024-03-01 23:07:49";"2024-03-01 23:07:49";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"540";"0";"1";"31";"6888322";"-77";"0";"3";"83";"1";"5";"1";"-99";"2";"-77";"-66";"1";"7";"1";"7";"5";"5";"5";"6";"4";"6";"3";"1";"4";"2";"5";"2";"4";"2";"7";"7";"3";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"6aca70c83730f0ce2894ccef35bf85b8";"1";"0";"1709334469";"2024-03-01 23:07:49";"2024-03-01 23:07:49";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"541";"0";"1";"31";"6888322";"-77";"1";"2";"23";"3";"6";"4";"Testtext A+T";"3";"-77";"-66";"7";"6";"7";"3";"2";"1";"3";"1";"2";"5";"6";"7";"4";"6";"4";"7";"3";"4";"2";"2";"3";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"4031335a75e26c85eeab1fbe3d1eee2b";"1";"0";"1709334469";"2024-03-01 23:07:49";"2024-03-01 23:07:50";"0000-00-00 00:00:00";"0";"0";"0";"1";"0";"1";"0";"1";"1"
"542";"0";"1";"31";"6888322";"-77";"0";"3";"4";"3";"3";"2";"-99";"1";"4";"Testtext A+T";"2";"5";"6";"5";"7";"6";"3";"5";"6";"5";"4";"4";"6";"2";"5";"2";"6";"3";"4";"6";"1";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"3a0dbb8b4b4f3534a48de1f217c7bbf2";"1";"0";"1709334470";"2024-03-01 23:07:50";"2024-03-01 23:07:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"543";"0";"1";"31";"6888322";"-77";"0";"1";"20";"3";"1";"2";"-99";"3";"-77";"-66";"1";"5";"6";"2";"6";"7";"3";"7";"4";"6";"6";"3";"7";"6";"2";"5";"7";"4";"2";"7";"4";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"1cd05a660f79ed3bd331fb158ee52bcd";"1";"0";"1709334470";"2024-03-01 23:07:50";"2024-03-01 23:07:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"544";"0";"1";"31";"6888322";"-77";"1";"2";"92";"3";"6";"2";"-99";"3";"-77";"-66";"4";"4";"5";"5";"7";"3";"3";"7";"1";"7";"7";"4";"1";"6";"1";"6";"5";"3";"4";"3";"4";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"4e6d4185b52f8d388f17c1a44153d2b0";"1";"0";"1709334470";"2024-03-01 23:07:50";"2024-03-01 23:07:51";"0000-00-00 00:00:00";"0";"0";"1";"1";"0";"1";"0";"1";"1"
"545";"0";"1";"31";"6888322";"-77";"0";"1";"5";"3";"6";"4";"Testtext A+T";"2";"-77";"-66";"2";"2";"5";"3";"4";"2";"5";"6";"1";"6";"2";"3";"7";"1";"7";"7";"1";"5";"3";"5";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"e4657914ae89183af17ec444fc8d0ca6";"1";"0";"1709334471";"2024-03-01 23:07:51";"2024-03-01 23:07:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"546";"0";"1";"31";"6888322";"-77";"0";"3";"75";"4";"7";"4";"Testtext A+T";"3";"-77";"-66";"3";"7";"4";"7";"6";"6";"1";"4";"3";"6";"7";"3";"3";"6";"1";"4";"3";"3";"2";"3";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"be472830af5a6a705264758e0548dcaa";"1";"0";"1709334471";"2024-03-01 23:07:51";"2024-03-01 23:07:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"547";"0";"1";"31";"6888322";"-77";"0";"3";"77";"3";"3";"1";"-99";"2";"-77";"-66";"2";"5";"7";"6";"7";"1";"6";"7";"5";"3";"7";"7";"4";"2";"2";"1";"5";"4";"4";"1";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"32be73e03cd3e4767bc09a18dde5a9a4";"1";"0";"1709334472";"2024-03-01 23:07:52";"2024-03-01 23:07:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"548";"0";"1";"31";"6888322";"-77";"0";"1";"72";"3";"3";"1";"-99";"2";"-77";"-66";"3";"3";"7";"3";"1";"1";"6";"5";"1";"6";"7";"6";"7";"5";"6";"1";"7";"4";"4";"4";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"3d7ae94ad1e6d4b771f1b6fa829e1af3";"1";"0";"1709334472";"2024-03-01 23:07:52";"2024-03-01 23:07:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"549";"0";"1";"31";"6888322";"-77";"0";"2";"61";"3";"1";"4";"Testtext A+T";"3";"-77";"-66";"3";"1";"7";"5";"1";"7";"5";"6";"6";"1";"6";"3";"4";"6";"6";"5";"4";"4";"1";"7";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"270d2435bc680dd51db1b6c99bf86322";"1";"0";"1709334472";"2024-03-01 23:07:52";"2024-03-01 23:07:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"550";"0";"1";"31";"6888322";"-77";"0";"1";"63";"1";"1";"1";"-99";"1";"2";"-99";"4";"5";"4";"5";"7";"4";"4";"4";"4";"6";"1";"7";"2";"2";"4";"5";"6";"5";"4";"5";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"d4898c8446834068b594c64095126d1c";"1";"0";"1709334473";"2024-03-01 23:07:53";"2024-03-01 23:07:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"551";"0";"1";"31";"6888322";"-77";"0";"3";"60";"2";"6";"3";"-99";"1";"1";"-99";"3";"4";"5";"3";"2";"3";"6";"5";"3";"3";"3";"2";"1";"1";"5";"4";"1";"7";"2";"2";"7";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"3f077397f6c8ab6a7c9171b056dbb62f";"1";"0";"1709334473";"2024-03-01 23:07:53";"2024-03-01 23:07:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"552";"0";"1";"31";"6888322";"-77";"0";"2";"81";"2";"5";"3";"-99";"1";"3";"-99";"6";"2";"3";"2";"2";"2";"3";"3";"1";"3";"5";"4";"4";"3";"6";"7";"5";"4";"5";"2";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"aba5699cbe58b60db62480d7d1c483de";"1";"0";"1709334473";"2024-03-01 23:07:53";"2024-03-01 23:07:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"553";"0";"1";"31";"6888322";"-77";"0";"2";"40";"1";"2";"1";"-99";"1";"2";"-99";"4";"2";"6";"3";"6";"3";"2";"1";"6";"2";"5";"4";"5";"4";"1";"3";"2";"2";"5";"2";"6";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"0c60cf3c82b5de76c1b35f933363bd92";"1";"0";"1709334474";"2024-03-01 23:07:54";"2024-03-01 23:07:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"554";"0";"1";"31";"6888322";"-77";"0";"3";"56";"1";"5";"4";"Testtext A+T";"3";"-77";"-66";"3";"5";"3";"2";"1";"4";"7";"1";"3";"3";"4";"4";"4";"5";"5";"1";"7";"7";"7";"2";"3";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"ed29c676281fde77eb1a18864254e9fa";"1";"0";"1709334474";"2024-03-01 23:07:54";"2024-03-01 23:07:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"555";"0";"1";"31";"6888322";"-77";"1";"1";"99";"4";"1";"2";"-99";"1";"4";"Testtext A+T";"5";"1";"1";"6";"6";"2";"1";"3";"7";"1";"4";"4";"6";"7";"7";"2";"7";"2";"4";"3";"6";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"2721c18d1e519878d134c062f115a1e5";"1";"0";"1709334474";"2024-03-01 23:07:54";"2024-03-01 23:07:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"556";"0";"1";"31";"6888322";"-77";"0";"2";"86";"2";"2";"4";"Testtext A+T";"1";"3";"-99";"2";"6";"4";"3";"7";"2";"6";"2";"4";"2";"5";"4";"5";"2";"1";"3";"3";"5";"2";"4";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"52b6f2b69c3d875612cf984713bf195f";"1";"0";"1709334475";"2024-03-01 23:07:55";"2024-03-01 23:07:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"557";"0";"1";"31";"6888322";"-77";"0";"3";"91";"1";"6";"4";"Testtext A+T";"2";"-77";"-66";"1";"5";"6";"5";"4";"4";"3";"3";"3";"2";"4";"6";"7";"5";"2";"7";"6";"4";"5";"5";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"882b8676ef75b81c18df2b00d820fb84";"1";"0";"1709334475";"2024-03-01 23:07:55";"2024-03-01 23:07:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"558";"0";"1";"31";"6888322";"-77";"1";"1";"32";"4";"3";"4";"Testtext A+T";"3";"-77";"-66";"7";"5";"4";"5";"4";"7";"3";"4";"1";"5";"5";"1";"4";"7";"3";"1";"3";"4";"1";"7";"4";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"428cb9db5a419ed6447568226932be78";"1";"0";"1709334475";"2024-03-01 23:07:55";"2024-03-01 23:07:56";"0000-00-00 00:00:00";"1";"0";"1";"1";"1";"0";"0";"1";"1"
"559";"0";"1";"31";"6888322";"-77";"0";"1";"7";"1";"6";"3";"-99";"1";"1";"-99";"2";"5";"3";"6";"5";"6";"5";"1";"4";"4";"7";"1";"1";"7";"7";"5";"3";"1";"7";"3";"1";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"671bd728aa73c5b20eb727522ce643ce";"1";"0";"1709334476";"2024-03-01 23:07:56";"2024-03-01 23:07:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"560";"0";"1";"31";"6888322";"-77";"0";"3";"28";"2";"2";"2";"-99";"3";"-77";"-66";"6";"6";"5";"6";"3";"7";"1";"2";"7";"4";"5";"6";"4";"4";"1";"2";"5";"7";"3";"2";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"daf89586f9e3450cf212792c95346013";"1";"0";"1709334476";"2024-03-01 23:07:56";"2024-03-01 23:07:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"561";"0";"1";"31";"6888322";"-77";"1";"2";"44";"4";"2";"1";"-99";"2";"-77";"-66";"7";"6";"3";"7";"6";"4";"7";"4";"5";"6";"2";"2";"7";"5";"6";"6";"2";"4";"2";"2";"1";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"b8f224b9a33fd1c4a8b70dab9962f3f9";"1";"0";"1709334476";"2024-03-01 23:07:56";"2024-03-01 23:07:57";"0000-00-00 00:00:00";"0";"0";"0";"1";"0";"1";"0";"1";"1"
"562";"0";"1";"31";"6888322";"-77";"0";"1";"28";"4";"4";"3";"-99";"3";"-77";"-66";"6";"3";"6";"7";"1";"5";"1";"2";"5";"1";"1";"4";"6";"6";"1";"7";"5";"4";"3";"5";"1";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"81184fd6d0d86b88bbed4e5fcf118f47";"1";"0";"1709334477";"2024-03-01 23:07:57";"2024-03-01 23:07:57";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"563";"0";"1";"31";"6888322";"-77";"0";"2";"22";"1";"3";"4";"Testtext A+T";"1";"2";"-99";"7";"2";"7";"7";"5";"5";"4";"7";"1";"4";"1";"2";"1";"4";"7";"1";"4";"4";"7";"5";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"12cc9d345ad7556aa8ccf1a10b9d1b90";"1";"0";"1709334477";"2024-03-01 23:07:57";"2024-03-01 23:07:57";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"564";"0";"1";"31";"6888322";"-77";"1";"3";"58";"4";"2";"2";"-99";"3";"-77";"-66";"3";"4";"7";"4";"4";"7";"7";"6";"5";"5";"7";"3";"1";"5";"3";"2";"7";"5";"1";"5";"6";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"ade118061cd6f161adfd63398eaf2477";"1";"0";"1709334477";"2024-03-01 23:07:57";"2024-03-01 23:07:58";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"565";"0";"1";"31";"6888322";"-77";"0";"1";"1";"1";"7";"4";"Testtext A+T";"2";"-77";"-66";"5";"6";"3";"2";"7";"6";"7";"4";"3";"1";"2";"3";"4";"5";"3";"7";"5";"3";"3";"4";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"fdca54345ffda54e96b5c0ac0953d133";"1";"0";"1709334478";"2024-03-01 23:07:58";"2024-03-01 23:07:58";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"566";"0";"1";"31";"6888322";"-77";"0";"2";"38";"3";"4";"2";"-99";"3";"-77";"-66";"1";"1";"4";"2";"4";"1";"1";"7";"1";"7";"6";"5";"3";"3";"6";"2";"4";"3";"2";"3";"6";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"cbb97611fac3f49b6b89f8946a8490d5";"1";"0";"1709334478";"2024-03-01 23:07:58";"2024-03-01 23:07:58";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"567";"0";"1";"31";"6888322";"-77";"1";"3";"7";"3";"6";"1";"-99";"2";"-77";"-66";"3";"4";"3";"3";"5";"4";"5";"6";"4";"2";"1";"7";"6";"3";"5";"4";"6";"7";"7";"4";"4";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"479a286ad7fca9feedd8558e2a01c131";"1";"0";"1709334478";"2024-03-01 23:07:58";"2024-03-01 23:07:59";"0000-00-00 00:00:00";"1";"0";"1";"1";"0";"0";"1";"1";"1"
"568";"0";"1";"31";"6888322";"-77";"0";"3";"28";"3";"4";"1";"-99";"3";"-77";"-66";"2";"6";"5";"1";"7";"7";"1";"7";"1";"7";"2";"6";"6";"5";"3";"5";"5";"3";"7";"5";"1";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"aaf97936911126a00293dbdf68ff865f";"1";"0";"1709334479";"2024-03-01 23:07:59";"2024-03-01 23:07:59";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"569";"0";"1";"31";"6888322";"-77";"0";"1";"30";"1";"1";"2";"-99";"1";"1";"-99";"3";"2";"2";"5";"3";"1";"1";"6";"7";"4";"4";"7";"1";"6";"2";"4";"7";"4";"3";"3";"6";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"ff32459f6a058660cebefdde3f0e1700";"1";"0";"1709334479";"2024-03-01 23:07:59";"2024-03-01 23:07:59";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"570";"0";"1";"31";"6888322";"-77";"1";"2";"34";"1";"3";"1";"-99";"2";"-77";"-66";"2";"2";"1";"6";"3";"7";"2";"3";"2";"3";"2";"4";"1";"6";"6";"7";"4";"4";"4";"4";"5";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"ba02e2f92413d733ad17b624ac47123d";"1";"0";"1709334479";"2024-03-01 23:07:59";"2024-03-01 23:08:00";"0000-00-00 00:00:00";"1";"0";"1";"1";"0";"1";"0";"1";"1"
"571";"0";"1";"31";"6888322";"-77";"0";"2";"0";"1";"1";"4";"Testtext A+T";"3";"-77";"-66";"4";"2";"1";"5";"3";"6";"7";"2";"3";"3";"3";"6";"7";"4";"3";"4";"3";"2";"1";"3";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"8bab660aa05d989cf9f5f5317180a6ed";"1";"0";"1709334480";"2024-03-01 23:08:00";"2024-03-01 23:08:00";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
